latitude,longitude,density
35.62916666666667,139.73125,1.1779931474354952e-08
35.62916666666667,139.73175505050503,1.1661123006686905e-08
35.62916666666667,139.7322601010101,1.1311838960289725e-08
35.62916666666667,139.73276515151514,1.0752792761414889e-08
35.62916666666667,139.73327020202018,1.0016236318822724e-08
35.62916666666667,139.73377525252525,9.14288114673172e-09
35.62916666666667,139.7342803030303,8.178182741197342e-09
35.62916666666667,139.73478535353533,7.168458443005492e-09
35.62916666666667,139.7352904040404,6.157294951439708e-09
35.62916666666667,139.73579545454544,5.182620027351894e-09
35.62916666666667,139.7363005050505,4.2746838935619875e-09
35.62916666666667,139.73680555555555,3.4550462453237387e-09
35.62916666666667,139.7373106060606,2.7365220480615397e-09
35.62916666666667,139.73781565656566,2.1239254078278164e-09
35.62916666666667,139.7383207070707,1.6153803663660422e-09
35.62916666666667,139.73882575757574,1.2039420002814055e-09
35.62916666666667,139.7393308080808,8.792888511780262e-10
35.62916666666667,139.73983585858585,6.292929082023616e-10
35.62916666666667,139.7403409090909,4.413361741737937e-10
35.62916666666667,139.74084595959596,3.0330690126724784e-10
35.62916666666667,139.741351010101,2.0426506717615404e-10
35.62916666666667,139.74185606060604,1.3480881637060373e-10
35.62916666666667,139.7423611111111,8.71996921063155e-11
35.62916666666667,139.74286616161615,5.5316469056147346e-11
35.62916666666667,139.7433712121212,3.451038636001059e-11
35.62916666666667,139.74387626262626,2.143700611775013e-11
35.62916666666667,139.7443813131313,1.3955627331810754e-11
35.62916666666667,139.74488636363637,1.1241565763207359e-11
35.62916666666667,139.7453914141414,1.4400603263393843e-11
35.62916666666667,139.74589646464645,2.821404563210788e-11
35.62916666666667,139.74640151515152,6.539456550901652e-11
35.62916666666667,139.74690656565656,1.563355999633049e-10
35.62916666666667,139.7474116161616,3.7064871501137696e-10
35.62916666666667,139.74791666666667,8.634324930507377e-10
35.62916666666667,139.7484217171717,1.972190897237784e-09
35.62916666666667,139.74892676767675,4.414915359048284e-09
35.62916666666667,139.74943181818182,9.685094635121018e-09
35.62916666666667,139.74993686868686,2.0820132227407537e-08
35.62916666666667,139.7504419191919,4.3859033629044806e-08
35.62916666666667,139.75094696969697,9.053784891418059e-08
35.62916666666667,139.751452020202,1.8314574285756232e-07
35.62916666666667,139.75195707070705,3.630439383654469e-07
35.62916666666667,139.75246212121212,7.052085360361466e-07
35.62916666666667,139.75296717171716,1.34237065183231e-06
35.62916666666667,139.75347222222223,2.5039444871898078e-06
35.62916666666667,139.75397727272727,4.576945005938442e-06
35.62916666666667,139.7544823232323,8.198374248555425e-06
